Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Hemse;78140;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1901-03-01 00:00:00;1980-06-30 23:59:59;25.0;57.2438;18.3835
1980-11-01 00:00:00;2019-05-31 23:59:59;22.072;57.243655;18.378776

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1994-04-01 00:00:01;1994-05-01 00:00:00;1994-04;5.3;Y
1994-05-01 00:00:01;1994-06-01 00:00:00;1994-05;6.4;Y
1994-06-01 00:00:01;1994-07-01 00:00:00;1994-06;12.9;Y
1994-07-01 00:00:01;1994-08-01 00:00:00;1994-07;19.3;Y
1994-08-01 00:00:01;1994-09-01 00:00:00;1994-08;17.4;Y
1994-10-01 00:00:01;1994-11-01 00:00:00;1994-10;6.7;Y
1994-11-01 00:00:01;1994-12-01 00:00:00;1994-11;3.9;Y
1994-12-01 00:00:01;1995-01-01 00:00:00;1994-12;2.1;Y
1995-01-01 00:00:01;1995-02-01 00:00:00;1995-01;-0.5;Y
1995-02-01 00:00:01;1995-03-01 00:00:00;1995-02;1.7;Y
1995-03-01 00:00:01;1995-04-01 00:00:00;1995-03;2.1;Y
1995-04-01 00:00:01;1995-05-01 00:00:00;1995-04;4.5;Y
1995-05-01 00:00:01;1995-06-01 00:00:00;1995-05;8.4;Y
1995-06-01 00:00:01;1995-07-01 00:00:00;1995-06;14.6;Y
1995-07-01 00:00:01;1995-08-01 00:00:00;1995-07;16.1;Y
1995-08-01 00:00:01;1995-09-01 00:00:00;1995-08;16.4;Y
1995-09-01 00:00:01;1995-10-01 00:00:00;1995-09;12.8;Y
1995-10-01 00:00:01;1995-11-01 00:00:00;1995-10;9.9;Y
1995-11-01 00:00:01;1995-12-01 00:00:00;1995-11;1.5;Y
1995-12-01 00:00:01;1996-01-01 00:00:00;1995-12;-2.8;Y
1996-01-01 00:00:01;1996-02-01 00:00:00;1996-01;-2.1;Y
1996-02-01 00:00:01;1996-03-01 00:00:00;1996-02;-4.5;Y
1996-03-01 00:00:01;1996-04-01 00:00:00;1996-03;-1.5;Y
1996-04-01 00:00:01;1996-05-01 00:00:00;1996-04;5.0;Y
1996-05-01 00:00:01;1996-06-01 00:00:00;1996-05;8.3;Y
1996-06-01 00:00:01;1996-07-01 00:00:00;1996-06;13.4;Y
1996-07-01 00:00:01;1996-08-01 00:00:00;1996-07;14.3;Y
1996-08-01 00:00:01;1996-09-01 00:00:00;1996-08;17.7;Y
1996-10-01 00:00:01;1996-11-01 00:00:00;1996-10;8.6;Y
1996-11-01 00:00:01;1996-12-01 00:00:00;1996-11;4.5;Y
1996-12-01 00:00:01;1997-01-01 00:00:00;1996-12;-2.1;Y
1997-01-01 00:00:01;1997-02-01 00:00:00;1997-01;-1.8;Y
1997-02-01 00:00:01;1997-03-01 00:00:00;1997-02;0.6;Y
1997-03-01 00:00:01;1997-04-01 00:00:00;1997-03;1.5;Y
1997-04-01 00:00:01;1997-05-01 00:00:00;1997-04;3.2;Y
1997-05-01 00:00:01;1997-06-01 00:00:00;1997-05;8.6;Y
1997-06-01 00:00:01;1997-07-01 00:00:00;1997-06;15.2;Y
1997-07-01 00:00:01;1997-08-01 00:00:00;1997-07;18.2;Y
1997-08-01 00:00:01;1997-09-01 00:00:00;1997-08;20.2;Y
1997-09-01 00:00:01;1997-10-01 00:00:00;1997-09;13.2;Y
1997-10-01 00:00:01;1997-11-01 00:00:00;1997-10;5.4;Y
1997-11-01 00:00:01;1997-12-01 00:00:00;1997-11;2.8;Y
1997-12-01 00:00:01;1998-01-01 00:00:00;1997-12;1.0;Y
1998-01-01 00:00:01;1998-02-01 00:00:00;1998-01;1.5;Y
1998-02-01 00:00:01;1998-03-01 00:00:00;1998-02;2.2;Y
1998-03-01 00:00:01;1998-04-01 00:00:00;1998-03;0.2;Y
1998-04-01 00:00:01;1998-05-01 00:00:00;1998-04;4.7;Y
1998-05-01 00:00:01;1998-06-01 00:00:00;1998-05;10.4;Y
1998-06-01 00:00:01;1998-07-01 00:00:00;1998-06;13.2;Y
1998-07-01 00:00:01;1998-08-01 00:00:00;1998-07;15.1;Y
1998-08-01 00:00:01;1998-09-01 00:00:00;1998-08;14.6;Y
1998-09-01 00:00:01;1998-10-01 00:00:00;1998-09;12.7;Y
1998-10-01 00:00:01;1998-11-01 00:00:00;1998-10;7.5;Y
1998-11-01 00:00:01;1998-12-01 00:00:00;1998-11;-0.1;Y
1998-12-01 00:00:01;1999-01-01 00:00:00;1998-12;0.0;Y
1999-01-01 00:00:01;1999-02-01 00:00:00;1999-01;-0.1;Y
1999-02-01 00:00:01;1999-03-01 00:00:00;1999-02;-1.7;Y
1999-03-01 00:00:01;1999-04-01 00:00:00;1999-03;2.1;Y
1999-04-01 00:00:01;1999-05-01 00:00:00;1999-04;6.7;Y
1999-05-01 00:00:01;1999-06-01 00:00:00;1999-05;8.5;Y
1999-06-01 00:00:01;1999-07-01 00:00:00;1999-06;15.0;Y
1999-07-01 00:00:01;1999-08-01 00:00:00;1999-07;18.4;Y
1999-08-01 00:00:01;1999-09-01 00:00:00;1999-08;16.2;Y
1999-10-01 00:00:01;1999-11-01 00:00:00;1999-10;8.6;Y
1999-11-01 00:00:01;1999-12-01 00:00:00;1999-11;4.0;Y
1999-12-01 00:00:01;2000-01-01 00:00:00;1999-12;0.8;Y
2000-01-01 00:00:01;2000-02-01 00:00:00;2000-01;-0.1;Y
2000-02-01 00:00:01;2000-03-01 00:00:00;2000-02;0.9;Y
2000-03-01 00:00:01;2000-04-01 00:00:00;2000-03;1.9;Y
2000-04-01 00:00:01;2000-05-01 00:00:00;2000-04;7.3;Y
2000-05-01 00:00:01;2000-06-01 00:00:00;2000-05;10.9;Y
2000-06-01 00:00:01;2000-07-01 00:00:00;2000-06;14.1;Y
2000-07-01 00:00:01;2000-08-01 00:00:00;2000-07;15.5;Y
2000-08-01 00:00:01;2000-09-01 00:00:00;2000-08;15.7;Y
2000-09-01 00:00:01;2000-10-01 00:00:00;2000-09;11.2;Y
2000-10-01 00:00:01;2000-11-01 00:00:00;2000-10;11.2;Y
2000-11-01 00:00:01;2000-12-01 00:00:00;2000-11;7.0;Y
2000-12-01 00:00:01;2001-01-01 00:00:00;2000-12;3.2;Y
2001-01-01 00:00:01;2001-02-01 00:00:00;2001-01;0.7;Y
2001-02-01 00:00:01;2001-03-01 00:00:00;2001-02;-2.4;Y
2001-03-01 00:00:01;2001-04-01 00:00:00;2001-03;-0.4;Y
2001-04-01 00:00:01;2001-05-01 00:00:00;2001-04;5.1;Y
2001-05-01 00:00:01;2001-06-01 00:00:00;2001-05;10.3;Y
2001-06-01 00:00:01;2001-07-01 00:00:00;2001-06;13.5;Y
2001-07-01 00:00:01;2001-08-01 00:00:00;2001-07;18.8;Y
2001-08-01 00:00:01;2001-09-01 00:00:00;2001-08;17.0;Y
2001-09-01 00:00:01;2001-10-01 00:00:00;2001-09;12.5;Y
2001-10-01 00:00:01;2001-11-01 00:00:00;2001-10;10.4;Y
2001-11-01 00:00:01;2001-12-01 00:00:00;2001-11;2.9;Y
