station,Time1,Till Datum Tid (UTC),year,month,Lufttemperatur,Kvalitet,Latitude,Longitude,V8,Tidsutsnitt:
hoburg.csv,01/10/1905 00:00,01/11/1905 00:00,1905,10,5.9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1905 00:00,01/12/1905 00:00,1905,11,4,G,56.9222,18.1471,,""
hoburg.csv,01/12/1905 00:00,01/01/1906 00:00,1905,12,1.9,G,56.9222,18.1471,,""
hoburg.csv,01/01/1906 00:00,01/02/1906 00:00,1906,01,1.3,G,56.9222,18.1471,,""
hoburg.csv,01/02/1906 00:00,01/03/1906 00:00,1906,02,0.5,G,56.9222,18.1471,,""
hoburg.csv,01/03/1906 00:00,01/04/1906 00:00,1906,03,0.3,G,56.9222,18.1471,,""
hoburg.csv,01/04/1906 00:00,01/05/1906 00:00,1906,04,5.1,G,56.9222,18.1471,,""
hoburg.csv,01/05/1906 00:00,01/06/1906 00:00,1906,05,10,G,56.9222,18.1471,,""
hoburg.csv,01/06/1906 00:00,01/07/1906 00:00,1906,06,13.7,G,56.9222,18.1471,,""
hoburg.csv,01/07/1906 00:00,01/08/1906 00:00,1906,07,16.8,G,56.9222,18.1471,,""
hoburg.csv,01/08/1906 00:00,01/09/1906 00:00,1906,08,15.8,G,56.9222,18.1471,,""
hoburg.csv,01/09/1906 00:00,01/10/1906 00:00,1906,09,12.8,G,56.9222,18.1471,,""
hoburg.csv,01/10/1906 00:00,01/11/1906 00:00,1906,10,9.3,G,56.9222,18.1471,,""
hoburg.csv,01/11/1906 00:00,01/12/1906 00:00,1906,11,6.4,G,56.9222,18.1471,,""
hoburg.csv,01/12/1906 00:00,01/01/1907 00:00,1906,12,0.3,G,56.9222,18.1471,,""
hoburg.csv,01/01/1907 00:00,01/02/1907 00:00,1907,01,-0.8,G,56.9222,18.1471,,""
hoburg.csv,01/02/1907 00:00,01/03/1907 00:00,1907,02,-0.8,G,56.9222,18.1471,,""
hoburg.csv,01/03/1907 00:00,01/04/1907 00:00,1907,03,0.9,G,56.9222,18.1471,,""
hoburg.csv,01/04/1907 00:00,01/05/1907 00:00,1907,04,3.1,G,56.9222,18.1471,,""
hoburg.csv,01/05/1907 00:00,01/06/1907 00:00,1907,05,7.3,G,56.9222,18.1471,,""
hoburg.csv,01/06/1907 00:00,01/07/1907 00:00,1907,06,11.6,G,56.9222,18.1471,,""
hoburg.csv,01/07/1907 00:00,01/08/1907 00:00,1907,07,13.7,G,56.9222,18.1471,,""
hoburg.csv,01/08/1907 00:00,01/09/1907 00:00,1907,08,13.8,G,56.9222,18.1471,,""
hoburg.csv,01/09/1907 00:00,01/10/1907 00:00,1907,09,12.1,G,56.9222,18.1471,,""
hoburg.csv,01/10/1907 00:00,01/11/1907 00:00,1907,10,11.7,G,56.9222,18.1471,,""
hoburg.csv,01/11/1907 00:00,01/12/1907 00:00,1907,11,5.2,G,56.9222,18.1471,,""
hoburg.csv,01/12/1907 00:00,01/01/1908 00:00,1907,12,-0.5,G,56.9222,18.1471,,""
hoburg.csv,01/01/1908 00:00,01/02/1908 00:00,1908,01,-0.1,G,56.9222,18.1471,,""
hoburg.csv,01/02/1908 00:00,01/03/1908 00:00,1908,02,0.6,G,56.9222,18.1471,,""
hoburg.csv,01/03/1908 00:00,01/04/1908 00:00,1908,03,0.1,G,56.9222,18.1471,,""
hoburg.csv,01/04/1908 00:00,01/05/1908 00:00,1908,04,3.4,G,56.9222,18.1471,,""
hoburg.csv,01/05/1908 00:00,01/06/1908 00:00,1908,05,7.3,G,56.9222,18.1471,,""
hoburg.csv,01/06/1908 00:00,01/07/1908 00:00,1908,06,11.6,G,56.9222,18.1471,,""
hoburg.csv,01/07/1908 00:00,01/08/1908 00:00,1908,07,15.9,G,56.9222,18.1471,,""
hoburg.csv,01/08/1908 00:00,01/09/1908 00:00,1908,08,16.6,G,56.9222,18.1471,,""
hoburg.csv,01/09/1908 00:00,01/10/1908 00:00,1908,09,12.8,G,56.9222,18.1471,,""
hoburg.csv,01/10/1908 00:00,01/11/1908 00:00,1908,10,9.1,G,56.9222,18.1471,,""
hoburg.csv,01/11/1908 00:00,01/12/1908 00:00,1908,11,2.9,G,56.9222,18.1471,,""
hoburg.csv,01/12/1908 00:00,01/01/1909 00:00,1908,12,0.7,G,56.9222,18.1471,,""
hoburg.csv,01/01/1909 00:00,01/02/1909 00:00,1909,01,0.5,G,56.9222,18.1471,,""
hoburg.csv,01/02/1909 00:00,01/03/1909 00:00,1909,02,-2.9,G,56.9222,18.1471,,""
hoburg.csv,01/03/1909 00:00,01/04/1909 00:00,1909,03,-0.8,G,56.9222,18.1471,,""
hoburg.csv,01/04/1909 00:00,01/05/1909 00:00,1909,04,1.7,G,56.9222,18.1471,,""
hoburg.csv,01/05/1909 00:00,01/06/1909 00:00,1909,05,5.5,G,56.9222,18.1471,,""
hoburg.csv,01/06/1909 00:00,01/07/1909 00:00,1909,06,11.7,G,56.9222,18.1471,,""
hoburg.csv,01/07/1909 00:00,01/08/1909 00:00,1909,07,14.8,G,56.9222,18.1471,,""
hoburg.csv,01/08/1909 00:00,01/09/1909 00:00,1909,08,15.7,G,56.9222,18.1471,,""
hoburg.csv,01/09/1909 00:00,01/10/1909 00:00,1909,09,13,G,56.9222,18.1471,,""
hoburg.csv,01/10/1909 00:00,01/11/1909 00:00,1909,10,11.3,G,56.9222,18.1471,,""
hoburg.csv,01/11/1909 00:00,01/12/1909 00:00,1909,11,2.2,G,56.9222,18.1471,,""
hoburg.csv,01/12/1909 00:00,01/01/1910 00:00,1909,12,2.3,G,56.9222,18.1471,,""
hoburg.csv,01/01/1910 00:00,01/02/1910 00:00,1910,01,0.9,G,56.9222,18.1471,,""
hoburg.csv,01/02/1910 00:00,01/03/1910 00:00,1910,02,1.6,G,56.9222,18.1471,,""
hoburg.csv,01/03/1910 00:00,01/04/1910 00:00,1910,03,2.1,G,56.9222,18.1471,,""
hoburg.csv,01/04/1910 00:00,01/05/1910 00:00,1910,04,4.6,G,56.9222,18.1471,,""
hoburg.csv,01/05/1910 00:00,01/06/1910 00:00,1910,05,10,G,56.9222,18.1471,,""
hoburg.csv,01/06/1910 00:00,01/07/1910 00:00,1910,06,14.4,G,56.9222,18.1471,,""
hoburg.csv,01/07/1910 00:00,01/08/1910 00:00,1910,07,15.2,G,56.9222,18.1471,,""
hoburg.csv,01/08/1910 00:00,01/09/1910 00:00,1910,08,15.4,G,56.9222,18.1471,,""
hoburg.csv,01/09/1910 00:00,01/10/1910 00:00,1910,09,14,G,56.9222,18.1471,,""
hoburg.csv,01/10/1910 00:00,01/11/1910 00:00,1910,10,9.1,G,56.9222,18.1471,,""
hoburg.csv,01/11/1910 00:00,01/12/1910 00:00,1910,11,4.1,G,56.9222,18.1471,,""
hoburg.csv,01/12/1910 00:00,01/01/1911 00:00,1910,12,3.1,G,56.9222,18.1471,,""
hoburg.csv,01/01/1911 00:00,01/02/1911 00:00,1911,01,1.4,G,56.9222,18.1471,,""
hoburg.csv,01/02/1911 00:00,01/03/1911 00:00,1911,02,-0.2,G,56.9222,18.1471,,""
hoburg.csv,01/03/1911 00:00,01/04/1911 00:00,1911,03,1.5,G,56.9222,18.1471,,""
hoburg.csv,01/04/1911 00:00,01/05/1911 00:00,1911,04,3.9,G,56.9222,18.1471,,""
hoburg.csv,01/05/1911 00:00,01/06/1911 00:00,1911,05,9.9,G,56.9222,18.1471,,""
hoburg.csv,01/06/1911 00:00,01/07/1911 00:00,1911,06,12.8,G,56.9222,18.1471,,""
hoburg.csv,01/07/1911 00:00,01/08/1911 00:00,1911,07,15.3,G,56.9222,18.1471,,""
hoburg.csv,01/08/1911 00:00,01/09/1911 00:00,1911,08,18.4,G,56.9222,18.1471,,""
hoburg.csv,01/09/1911 00:00,01/10/1911 00:00,1911,09,14.3,G,56.9222,18.1471,,""
hoburg.csv,01/10/1911 00:00,01/11/1911 00:00,1911,10,9.1,G,56.9222,18.1471,,""
hoburg.csv,01/11/1911 00:00,01/12/1911 00:00,1911,11,5.9,G,56.9222,18.1471,,""
hoburg.csv,01/12/1911 00:00,01/01/1912 00:00,1911,12,3.1,G,56.9222,18.1471,,""
hoburg.csv,01/01/1912 00:00,01/02/1912 00:00,1912,01,-2.4,G,56.9222,18.1471,,""
hoburg.csv,01/02/1912 00:00,01/03/1912 00:00,1912,02,-1.8,G,56.9222,18.1471,,""
hoburg.csv,01/03/1912 00:00,01/04/1912 00:00,1912,03,1.9,G,56.9222,18.1471,,""
hoburg.csv,01/04/1912 00:00,01/05/1912 00:00,1912,04,3.7,G,56.9222,18.1471,,""
hoburg.csv,01/05/1912 00:00,01/06/1912 00:00,1912,05,7.3,G,56.9222,18.1471,,""
hoburg.csv,01/06/1912 00:00,01/07/1912 00:00,1912,06,12.8,G,56.9222,18.1471,,""
hoburg.csv,01/07/1912 00:00,01/08/1912 00:00,1912,07,18.4,G,56.9222,18.1471,,""
hoburg.csv,01/08/1912 00:00,01/09/1912 00:00,1912,08,16.3,G,56.9222,18.1471,,""
hoburg.csv,01/09/1912 00:00,01/10/1912 00:00,1912,09,10.7,G,56.9222,18.1471,,""
hoburg.csv,01/10/1912 00:00,01/11/1912 00:00,1912,10,6.3,G,56.9222,18.1471,,""
hoburg.csv,01/11/1912 00:00,01/12/1912 00:00,1912,11,3.4,G,56.9222,18.1471,,""
hoburg.csv,01/12/1912 00:00,01/01/1913 00:00,1912,12,3.6,G,56.9222,18.1471,,""
hoburg.csv,01/01/1913 00:00,01/02/1913 00:00,1913,01,-0.3,G,56.9222,18.1471,,""
hoburg.csv,01/02/1913 00:00,01/03/1913 00:00,1913,02,1,G,56.9222,18.1471,,""
hoburg.csv,01/03/1913 00:00,01/04/1913 00:00,1913,03,2.6,G,56.9222,18.1471,,""
hoburg.csv,01/04/1913 00:00,01/05/1913 00:00,1913,04,4.8,G,56.9222,18.1471,,""
hoburg.csv,01/05/1913 00:00,01/06/1913 00:00,1913,05,9,G,56.9222,18.1471,,""
hoburg.csv,01/06/1913 00:00,01/07/1913 00:00,1913,06,12.9,G,56.9222,18.1471,,""
hoburg.csv,01/07/1913 00:00,01/08/1913 00:00,1913,07,15.8,G,56.9222,18.1471,,""
hoburg.csv,01/08/1913 00:00,01/09/1913 00:00,1913,08,16.5,G,56.9222,18.1471,,""
hoburg.csv,01/09/1913 00:00,01/10/1913 00:00,1913,09,13.7,G,56.9222,18.1471,,""
hoburg.csv,01/10/1913 00:00,01/11/1913 00:00,1913,10,9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1913 00:00,01/12/1913 00:00,1913,11,7.3,G,56.9222,18.1471,,""
hoburg.csv,01/12/1913 00:00,01/01/1914 00:00,1913,12,1.9,G,56.9222,18.1471,,""
hoburg.csv,01/01/1914 00:00,01/02/1914 00:00,1914,01,-0.2,G,56.9222,18.1471,,""
hoburg.csv,01/02/1914 00:00,01/03/1914 00:00,1914,02,1.9,G,56.9222,18.1471,,""
hoburg.csv,01/03/1914 00:00,01/04/1914 00:00,1914,03,1.5,G,56.9222,18.1471,,""
hoburg.csv,01/04/1914 00:00,01/05/1914 00:00,1914,04,5.4,G,56.9222,18.1471,,""
hoburg.csv,01/05/1914 00:00,01/06/1914 00:00,1914,05,8.8,G,56.9222,18.1471,,""
hoburg.csv,01/06/1914 00:00,01/07/1914 00:00,1914,06,14.1,G,56.9222,18.1471,,""
hoburg.csv,01/07/1914 00:00,01/08/1914 00:00,1914,07,20.7,G,56.9222,18.1471,,""
hoburg.csv,01/08/1914 00:00,01/09/1914 00:00,1914,08,16.7,G,56.9222,18.1471,,""
hoburg.csv,01/09/1914 00:00,01/10/1914 00:00,1914,09,13.6,G,56.9222,18.1471,,""
hoburg.csv,01/10/1914 00:00,01/11/1914 00:00,1914,10,7.5,G,56.9222,18.1471,,""
hoburg.csv,01/11/1914 00:00,01/12/1914 00:00,1914,11,3.8,G,56.9222,18.1471,,""
hoburg.csv,01/12/1914 00:00,01/01/1915 00:00,1914,12,4.1,G,56.9222,18.1471,,""
hoburg.csv,01/01/1915 00:00,01/02/1915 00:00,1915,01,-1.1,G,56.9222,18.1471,,""
hoburg.csv,01/02/1915 00:00,01/03/1915 00:00,1915,02,0.1,G,56.9222,18.1471,,""
hoburg.csv,01/03/1915 00:00,01/04/1915 00:00,1915,03,-1.6,G,56.9222,18.1471,,""
hoburg.csv,01/04/1915 00:00,01/05/1915 00:00,1915,04,3.9,G,56.9222,18.1471,,""
hoburg.csv,01/05/1915 00:00,01/06/1915 00:00,1915,05,7.1,G,56.9222,18.1471,,""
hoburg.csv,01/06/1915 00:00,01/07/1915 00:00,1915,06,11.4,G,56.9222,18.1471,,""
hoburg.csv,01/07/1915 00:00,01/08/1915 00:00,1915,07,15.5,G,56.9222,18.1471,,""
hoburg.csv,01/08/1915 00:00,01/09/1915 00:00,1915,08,16.1,G,56.9222,18.1471,,""
hoburg.csv,01/09/1915 00:00,01/10/1915 00:00,1915,09,12.3,G,56.9222,18.1471,,""
hoburg.csv,01/10/1915 00:00,01/11/1915 00:00,1915,10,6.3,G,56.9222,18.1471,,""
hoburg.csv,01/11/1915 00:00,01/12/1915 00:00,1915,11,3.1,G,56.9222,18.1471,,""
hoburg.csv,01/12/1915 00:00,01/01/1916 00:00,1915,12,-0.8,G,56.9222,18.1471,,""
hoburg.csv,01/01/1916 00:00,01/02/1916 00:00,1916,01,0.4,G,56.9222,18.1471,,""
hoburg.csv,01/02/1916 00:00,01/03/1916 00:00,1916,02,0,G,56.9222,18.1471,,""
hoburg.csv,01/03/1916 00:00,01/04/1916 00:00,1916,03,-0.3,G,56.9222,18.1471,,""
hoburg.csv,01/04/1916 00:00,01/05/1916 00:00,1916,04,4.4,G,56.9222,18.1471,,""
hoburg.csv,01/05/1916 00:00,01/06/1916 00:00,1916,05,7.2,G,56.9222,18.1471,,""
hoburg.csv,01/06/1916 00:00,01/07/1916 00:00,1916,06,10.7,G,56.9222,18.1471,,""
hoburg.csv,01/07/1916 00:00,01/08/1916 00:00,1916,07,14.7,G,56.9222,18.1471,,""
hoburg.csv,01/08/1916 00:00,01/09/1916 00:00,1916,08,13.7,G,56.9222,18.1471,,""
hoburg.csv,01/09/1916 00:00,01/10/1916 00:00,1916,09,11.3,G,56.9222,18.1471,,""
hoburg.csv,01/10/1916 00:00,01/11/1916 00:00,1916,10,7.3,G,56.9222,18.1471,,""
hoburg.csv,01/11/1916 00:00,01/12/1916 00:00,1916,11,5.2,G,56.9222,18.1471,,""
hoburg.csv,01/12/1916 00:00,01/01/1917 00:00,1916,12,1.6,G,56.9222,18.1471,,""
hoburg.csv,01/01/1917 00:00,01/02/1917 00:00,1917,01,-1.7,G,56.9222,18.1471,,""
hoburg.csv,01/02/1917 00:00,01/03/1917 00:00,1917,02,-2.7,G,56.9222,18.1471,,""
hoburg.csv,01/03/1917 00:00,01/04/1917 00:00,1917,03,-3.8,G,56.9222,18.1471,,""
hoburg.csv,01/04/1917 00:00,01/05/1917 00:00,1917,04,1.3,G,56.9222,18.1471,,""
hoburg.csv,01/05/1917 00:00,01/06/1917 00:00,1917,05,6.4,G,56.9222,18.1471,,""
hoburg.csv,01/06/1917 00:00,01/07/1917 00:00,1917,06,14,G,56.9222,18.1471,,""
hoburg.csv,01/07/1917 00:00,01/08/1917 00:00,1917,07,15.8,G,56.9222,18.1471,,""
hoburg.csv,01/08/1917 00:00,01/09/1917 00:00,1917,08,18.1,G,56.9222,18.1471,,""
hoburg.csv,01/09/1917 00:00,01/10/1917 00:00,1917,09,13.5,G,56.9222,18.1471,,""
hoburg.csv,01/10/1917 00:00,01/11/1917 00:00,1917,10,8.6,G,56.9222,18.1471,,""
hoburg.csv,01/11/1917 00:00,01/12/1917 00:00,1917,11,4.7,G,56.9222,18.1471,,""
hoburg.csv,01/12/1917 00:00,01/01/1918 00:00,1917,12,0.3,G,56.9222,18.1471,,""
hoburg.csv,01/01/1918 00:00,01/02/1918 00:00,1918,01,-1.6,G,56.9222,18.1471,,""
hoburg.csv,01/02/1918 00:00,01/03/1918 00:00,1918,02,-0.8,G,56.9222,18.1471,,""
hoburg.csv,01/03/1918 00:00,01/04/1918 00:00,1918,03,-0.1,G,56.9222,18.1471,,""
hoburg.csv,01/04/1918 00:00,01/05/1918 00:00,1918,04,5,G,56.9222,18.1471,,""
hoburg.csv,01/05/1918 00:00,01/06/1918 00:00,1918,05,8,G,56.9222,18.1471,,""
hoburg.csv,01/06/1918 00:00,01/07/1918 00:00,1918,06,10.8,G,56.9222,18.1471,,""
hoburg.csv,01/07/1918 00:00,01/08/1918 00:00,1918,07,15.9,G,56.9222,18.1471,,""
hoburg.csv,01/08/1918 00:00,01/09/1918 00:00,1918,08,15.9,G,56.9222,18.1471,,""
hoburg.csv,01/09/1918 00:00,01/10/1918 00:00,1918,09,11.9,G,56.9222,18.1471,,""
hoburg.csv,01/10/1918 00:00,01/11/1918 00:00,1918,10,8.9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1918 00:00,01/12/1918 00:00,1918,11,5.1,G,56.9222,18.1471,,""
hoburg.csv,01/12/1918 00:00,01/01/1919 00:00,1918,12,1.6,G,56.9222,18.1471,,""
hoburg.csv,01/01/1919 00:00,01/02/1919 00:00,1919,01,0.8,G,56.9222,18.1471,,""
hoburg.csv,01/02/1919 00:00,01/03/1919 00:00,1919,02,-1.2,G,56.9222,18.1471,,""
hoburg.csv,01/03/1919 00:00,01/04/1919 00:00,1919,03,-0.6,G,56.9222,18.1471,,""
hoburg.csv,01/04/1919 00:00,01/05/1919 00:00,1919,04,3.3,G,56.9222,18.1471,,""
hoburg.csv,01/05/1919 00:00,01/06/1919 00:00,1919,05,8.5,G,56.9222,18.1471,,""
hoburg.csv,01/06/1919 00:00,01/07/1919 00:00,1919,06,12.4,G,56.9222,18.1471,,""
hoburg.csv,01/07/1919 00:00,01/08/1919 00:00,1919,07,16.3,G,56.9222,18.1471,,""
hoburg.csv,01/08/1919 00:00,01/09/1919 00:00,1919,08,14.3,G,56.9222,18.1471,,""
hoburg.csv,01/09/1919 00:00,01/10/1919 00:00,1919,09,13.3,G,56.9222,18.1471,,""
hoburg.csv,01/10/1919 00:00,01/11/1919 00:00,1919,10,6.4,G,56.9222,18.1471,,""
hoburg.csv,01/11/1919 00:00,01/12/1919 00:00,1919,11,0,G,56.9222,18.1471,,""
hoburg.csv,01/12/1919 00:00,01/01/1920 00:00,1919,12,-0.5,G,56.9222,18.1471,,""
hoburg.csv,01/01/1920 00:00,01/02/1920 00:00,1920,01,-0.6,G,56.9222,18.1471,,""
hoburg.csv,01/02/1920 00:00,01/03/1920 00:00,1920,02,1.1,G,56.9222,18.1471,,""
hoburg.csv,01/03/1920 00:00,01/04/1920 00:00,1920,03,2.6,G,56.9222,18.1471,,""
hoburg.csv,01/04/1920 00:00,01/05/1920 00:00,1920,04,4.9,G,56.9222,18.1471,,""
hoburg.csv,01/05/1920 00:00,01/06/1920 00:00,1920,05,8.5,G,56.9222,18.1471,,""
hoburg.csv,01/06/1920 00:00,01/07/1920 00:00,1920,06,12.1,G,56.9222,18.1471,,""
hoburg.csv,01/07/1920 00:00,01/08/1920 00:00,1920,07,16.9,G,56.9222,18.1471,,""
hoburg.csv,01/08/1920 00:00,01/09/1920 00:00,1920,08,14.6,G,56.9222,18.1471,,""
hoburg.csv,01/09/1920 00:00,01/10/1920 00:00,1920,09,12.4,G,56.9222,18.1471,,""
hoburg.csv,01/10/1920 00:00,01/11/1920 00:00,1920,10,7.4,G,56.9222,18.1471,,""
hoburg.csv,01/11/1920 00:00,01/12/1920 00:00,1920,11,4.9,G,56.9222,18.1471,,""
hoburg.csv,01/12/1920 00:00,01/01/1921 00:00,1920,12,1.1,G,56.9222,18.1471,,""
hoburg.csv,01/01/1921 00:00,01/02/1921 00:00,1921,01,1.8,G,56.9222,18.1471,,""
hoburg.csv,01/02/1921 00:00,01/03/1921 00:00,1921,02,0.3,G,56.9222,18.1471,,""
hoburg.csv,01/03/1921 00:00,01/04/1921 00:00,1921,03,3.2,G,56.9222,18.1471,,""
hoburg.csv,01/04/1921 00:00,01/05/1921 00:00,1921,04,5.9,G,56.9222,18.1471,,""
hoburg.csv,01/05/1921 00:00,01/06/1921 00:00,1921,05,10.2,G,56.9222,18.1471,,""
hoburg.csv,01/06/1921 00:00,01/07/1921 00:00,1921,06,13.4,G,56.9222,18.1471,,""
hoburg.csv,01/07/1921 00:00,01/08/1921 00:00,1921,07,15.6,G,56.9222,18.1471,,""
hoburg.csv,01/08/1921 00:00,01/09/1921 00:00,1921,08,15.5,G,56.9222,18.1471,,""
hoburg.csv,01/09/1921 00:00,01/10/1921 00:00,1921,09,12,G,56.9222,18.1471,,""
hoburg.csv,01/10/1921 00:00,01/11/1921 00:00,1921,10,8.9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1921 00:00,01/12/1921 00:00,1921,11,1.7,G,56.9222,18.1471,,""
hoburg.csv,01/12/1921 00:00,01/01/1922 00:00,1921,12,1.3,G,56.9222,18.1471,,""
hoburg.csv,01/01/1922 00:00,01/02/1922 00:00,1922,01,-2.3,G,56.9222,18.1471,,""
hoburg.csv,01/02/1922 00:00,01/03/1922 00:00,1922,02,-2.5,G,56.9222,18.1471,,""
hoburg.csv,01/03/1922 00:00,01/04/1922 00:00,1922,03,-0.2,G,56.9222,18.1471,,""
hoburg.csv,01/04/1922 00:00,01/05/1922 00:00,1922,04,2.1,G,56.9222,18.1471,,""
hoburg.csv,01/05/1922 00:00,01/06/1922 00:00,1922,05,7.5,G,56.9222,18.1471,,""
hoburg.csv,01/06/1922 00:00,01/07/1922 00:00,1922,06,12.5,G,56.9222,18.1471,,""
hoburg.csv,01/07/1922 00:00,01/08/1922 00:00,1922,07,14.2,G,56.9222,18.1471,,""
hoburg.csv,01/08/1922 00:00,01/09/1922 00:00,1922,08,14.7,G,56.9222,18.1471,,""
hoburg.csv,01/09/1922 00:00,01/10/1922 00:00,1922,09,11.7,G,56.9222,18.1471,,""
hoburg.csv,01/10/1922 00:00,01/11/1922 00:00,1922,10,6,G,56.9222,18.1471,,""
hoburg.csv,01/11/1922 00:00,01/12/1922 00:00,1922,11,3,G,56.9222,18.1471,,""
hoburg.csv,01/12/1922 00:00,01/01/1923 00:00,1922,12,1.7,G,56.9222,18.1471,,""
hoburg.csv,01/01/1923 00:00,01/02/1923 00:00,1923,01,1.3,G,56.9222,18.1471,,""
hoburg.csv,01/02/1923 00:00,01/03/1923 00:00,1923,02,-2.8,G,56.9222,18.1471,,""
hoburg.csv,01/03/1923 00:00,01/04/1923 00:00,1923,03,0.5,G,56.9222,18.1471,,""
hoburg.csv,01/04/1923 00:00,01/05/1923 00:00,1923,04,1.7,G,56.9222,18.1471,,""
hoburg.csv,01/05/1923 00:00,01/06/1923 00:00,1923,05,6.3,G,56.9222,18.1471,,""
hoburg.csv,01/06/1923 00:00,01/07/1923 00:00,1923,06,9.2,G,56.9222,18.1471,,""
hoburg.csv,01/07/1923 00:00,01/08/1923 00:00,1923,07,15.4,G,56.9222,18.1471,,""
hoburg.csv,01/08/1923 00:00,01/09/1923 00:00,1923,08,14,G,56.9222,18.1471,,""
hoburg.csv,01/09/1923 00:00,01/10/1923 00:00,1923,09,11.5,G,56.9222,18.1471,,""
hoburg.csv,01/10/1923 00:00,01/11/1923 00:00,1923,10,8.9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1923 00:00,01/12/1923 00:00,1923,11,3.6,G,56.9222,18.1471,,""
hoburg.csv,01/12/1923 00:00,01/01/1924 00:00,1923,12,0,G,56.9222,18.1471,,""
hoburg.csv,01/01/1924 00:00,01/02/1924 00:00,1924,01,-2.1,G,56.9222,18.1471,,""
hoburg.csv,01/02/1924 00:00,01/03/1924 00:00,1924,02,-3.6,G,56.9222,18.1471,,""
hoburg.csv,01/03/1924 00:00,01/04/1924 00:00,1924,03,-1.4,G,56.9222,18.1471,,""
hoburg.csv,01/04/1924 00:00,01/05/1924 00:00,1924,04,1.3,G,56.9222,18.1471,,""
hoburg.csv,01/05/1924 00:00,01/06/1924 00:00,1924,05,6.4,G,56.9222,18.1471,,""
hoburg.csv,01/06/1924 00:00,01/07/1924 00:00,1924,06,11.2,G,56.9222,18.1471,,""
hoburg.csv,01/07/1924 00:00,01/08/1924 00:00,1924,07,14.3,G,56.9222,18.1471,,""
hoburg.csv,01/08/1924 00:00,01/09/1924 00:00,1924,08,16.1,G,56.9222,18.1471,,""
hoburg.csv,01/09/1924 00:00,01/10/1924 00:00,1924,09,13,G,56.9222,18.1471,,""
hoburg.csv,01/10/1924 00:00,01/11/1924 00:00,1924,10,8.9,G,56.9222,18.1471,,""
hoburg.csv,01/11/1924 00:00,01/12/1924 00:00,1924,11,4.9,G,56.9222,18.1471,,""
hoburg.csv,01/12/1924 00:00,01/01/1925 00:00,1924,12,3.4,G,56.9222,18.1471,,""
hoburg.csv,01/01/1925 00:00,01/02/1925 00:00,1925,01,2.6,G,56.9222,18.1471,,""
hoburg.csv,01/02/1925 00:00,01/03/1925 00:00,1925,02,2.2,G,56.9222,18.1471,,""
hoburg.csv,01/03/1925 00:00,01/04/1925 00:00,1925,03,0,G,56.9222,18.1471,,""
hoburg.csv,01/04/1925 00:00,01/05/1925 00:00,1925,04,4.8,G,56.9222,18.1471,,""
hoburg.csv,01/05/1925 00:00,01/06/1925 00:00,1925,05,9.2,G,56.9222,18.1471,,""
hoburg.csv,01/06/1925 00:00,01/07/1925 00:00,1925,06,12.7,G,56.9222,18.1471,,""
hoburg.csv,01/07/1925 00:00,01/08/1925 00:00,1925,07,17.9,G,56.9222,18.1471,,""
hoburg.csv,01/08/1925 00:00,01/09/1925 00:00,1925,08,17.1,G,56.9222,18.1471,,""
hoburg.csv,01/09/1925 00:00,01/10/1925 00:00,1925,09,12.8,G,56.9222,18.1471,,""
hoburg.csv,01/10/1925 00:00,01/11/1925 00:00,1925,10,7,G,56.9222,18.1471,,""
hoburg.csv,01/11/1925 00:00,01/12/1925 00:00,1925,11,2,G,56.9222,18.1471,,""
hoburg.csv,01/12/1925 00:00,01/01/1926 00:00,1925,12,-0.5,G,56.9222,18.1471,,""
hoburg.csv,01/01/1926 00:00,01/02/1926 00:00,1926,01,-1.1,G,56.9222,18.1471,,""
hoburg.csv,01/02/1926 00:00,01/03/1926 00:00,1926,02,-1.1,G,56.9222,18.1471,,""
hoburg.csv,01/03/1926 00:00,01/04/1926 00:00,1926,03,0.4,G,56.9222,18.1471,,""
hoburg.csv,01/04/1926 00:00,01/05/1926 00:00,1926,04,3.7,G,56.9222,18.1471,,""
hoburg.csv,01/05/1926 00:00,01/06/1926 00:00,1926,05,6.9,G,56.9222,18.1471,,""
hoburg.csv,01/06/1926 00:00,01/07/1926 00:00,1926,06,13,G,56.9222,18.1471,,""
hoburg.csv,01/07/1926 00:00,01/08/1926 00:00,1926,07,17.8,G,56.9222,18.1471,,""
hoburg.csv,01/08/1926 00:00,01/09/1926 00:00,1926,08,15.9,G,56.9222,18.1471,,""
hoburg.csv,01/09/1926 00:00,01/10/1926 00:00,1926,09,12.5,G,56.9222,18.1471,,""
hoburg.csv,01/10/1926 00:00,01/11/1926 00:00,1926,10,6.5,G,56.9222,18.1471,,""
hoburg.csv,01/11/1926 00:00,01/12/1926 00:00,1926,11,5.3,G,56.9222,18.1471,,""
hoburg.csv,01/12/1926 00:00,01/01/1927 00:00,1926,12,0.8,G,56.9222,18.1471,,""
hoburg.csv,01/01/1927 00:00,01/02/1927 00:00,1927,01,0.4,G,56.9222,18.1471,,""
hoburg.csv,01/02/1927 00:00,01/03/1927 00:00,1927,02,-0.5,G,56.9222,18.1471,,""
hoburg.csv,01/03/1927 00:00,01/04/1927 00:00,1927,03,2.2,G,56.9222,18.1471,,""
