Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Buttle;78240;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1962-07-01 00:00:00;1983-08-31 23:59:59;45.0;57.4034;18.5297
1912-02-01 00:00:00;1941-01-31 23:59:59;45.0;57.4;18.5

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1921-09-01 00:00:01;1921-10-01 00:00:00;1921-09;10.6;G
1921-10-01 00:00:01;1921-11-01 00:00:00;1921-10;7.2;G
1921-11-01 00:00:01;1921-12-01 00:00:00;1921-11;0.0;G
1921-12-01 00:00:01;1922-01-01 00:00:00;1921-12;-0.2;G
1922-01-01 00:00:01;1922-02-01 00:00:00;1922-01;-4.7;G
1922-02-01 00:00:01;1922-03-01 00:00:00;1922-02;-3.1;G
1922-03-01 00:00:01;1922-04-01 00:00:00;1922-03;-0.2;G
1922-04-01 00:00:01;1922-05-01 00:00:00;1922-04;2.9;G
1922-05-01 00:00:01;1922-06-01 00:00:00;1922-05;9.9;G
1922-06-01 00:00:01;1922-07-01 00:00:00;1922-06;13.6;G
1922-07-01 00:00:01;1922-08-01 00:00:00;1922-07;15.5;G
1922-08-01 00:00:01;1922-09-01 00:00:00;1922-08;13.6;G
1922-09-01 00:00:01;1922-10-01 00:00:00;1922-09;9.6;G
1922-10-01 00:00:01;1922-11-01 00:00:00;1922-10;3.8;G
1922-11-01 00:00:01;1922-12-01 00:00:00;1922-11;0.9;G
1922-12-01 00:00:01;1923-01-01 00:00:00;1922-12;0.4;G
1923-01-01 00:00:01;1923-02-01 00:00:00;1923-01;0.0;G
1923-02-01 00:00:01;1923-03-01 00:00:00;1923-02;-4.1;G
1923-03-01 00:00:01;1923-04-01 00:00:00;1923-03;0.5;G
1923-04-01 00:00:01;1923-05-01 00:00:00;1923-04;1.5;G
1923-05-01 00:00:01;1923-06-01 00:00:00;1923-05;8.0;G
1923-06-01 00:00:01;1923-07-01 00:00:00;1923-06;10.7;G
1923-07-01 00:00:01;1923-08-01 00:00:00;1923-07;16.6;G
1923-08-01 00:00:01;1923-09-01 00:00:00;1923-08;13.8;G
1923-09-01 00:00:01;1923-10-01 00:00:00;1923-09;11.5;G
1923-10-01 00:00:01;1923-11-01 00:00:00;1923-10;7.8;G
1923-11-01 00:00:01;1923-12-01 00:00:00;1923-11;2.1;G
1923-12-01 00:00:01;1924-01-01 00:00:00;1923-12;-1.9;G
1924-01-01 00:00:01;1924-02-01 00:00:00;1924-01;-3.5;G
1924-02-01 00:00:01;1924-03-01 00:00:00;1924-02;-5.7;G
1924-03-01 00:00:01;1924-04-01 00:00:00;1924-03;-2.1;G
1924-04-01 00:00:01;1924-05-01 00:00:00;1924-04;1.8;G
1924-05-01 00:00:01;1924-06-01 00:00:00;1924-05;9.5;G
1924-06-01 00:00:01;1924-07-01 00:00:00;1924-06;13.5;G
1924-07-01 00:00:01;1924-08-01 00:00:00;1924-07;15.5;G
1924-08-01 00:00:01;1924-09-01 00:00:00;1924-08;15.1;G
1924-09-01 00:00:01;1924-10-01 00:00:00;1924-09;12.7;G
1924-10-01 00:00:01;1924-11-01 00:00:00;1924-10;8.1;G
1924-11-01 00:00:01;1924-12-01 00:00:00;1924-11;3.8;G
1924-12-01 00:00:01;1925-01-01 00:00:00;1924-12;2.4;G
1925-01-01 00:00:01;1925-02-01 00:00:00;1925-01;0.5;G
1925-02-01 00:00:01;1925-03-01 00:00:00;1925-02;1.3;G
1925-03-01 00:00:01;1925-04-01 00:00:00;1925-03;-1.2;G
1925-04-01 00:00:01;1925-05-01 00:00:00;1925-04;4.4;G
1925-05-01 00:00:01;1925-06-01 00:00:00;1925-05;10.1;G
1925-06-01 00:00:01;1925-07-01 00:00:00;1925-06;12.9;G
1925-07-01 00:00:01;1925-08-01 00:00:00;1925-07;17.9;G
1925-08-01 00:00:01;1925-09-01 00:00:00;1925-08;15.9;G
1925-09-01 00:00:01;1925-10-01 00:00:00;1925-09;11.3;G
1925-10-01 00:00:01;1925-11-01 00:00:00;1925-10;4.9;G
1925-11-01 00:00:01;1925-12-01 00:00:00;1925-11;-0.5;G
