Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Lufttemperatur,Kvalitet,Latitude,Longitude,,Tidsutsnitt:
01/11/1932 00:00,01/12/1932 00:00,1932-11,2.5,G,57.4034,18.5297,,
01/12/1932 00:00,01/01/1933 00:00,1932-12,2.3,G,57.4034,18.5297,,
01/01/1933 00:00,01/02/1933 00:00,1933-01,-2.5,G,57.4034,18.5297,,
01/02/1933 00:00,01/03/1933 00:00,1933-02,-2.6,G,57.4034,18.5297,,
01/03/1933 00:00,01/04/1933 00:00,1933-03,2,G,57.4034,18.5297,,
01/04/1933 00:00,01/05/1933 00:00,1933-04,4.3,G,57.4034,18.5297,,
01/05/1933 00:00,01/06/1933 00:00,1933-05,7.5,G,57.4034,18.5297,,
01/06/1933 00:00,01/07/1933 00:00,1933-06,13.6,G,57.4034,18.5297,,
01/07/1933 00:00,01/08/1933 00:00,1933-07,15.9,G,57.4034,18.5297,,
01/08/1933 00:00,01/09/1933 00:00,1933-08,14.6,G,57.4034,18.5297,,
01/09/1933 00:00,01/10/1933 00:00,1933-09,11,G,57.4034,18.5297,,
01/10/1933 00:00,01/11/1933 00:00,1933-10,7.7,G,57.4034,18.5297,,
01/11/1933 00:00,01/12/1933 00:00,1933-11,1.5,G,57.4034,18.5297,,
01/12/1933 00:00,01/01/1934 00:00,1933-12,-1.7,G,57.4034,18.5297,,
01/01/1934 00:00,01/02/1934 00:00,1934-01,-0.2,G,57.4034,18.5297,,
01/02/1934 00:00,01/03/1934 00:00,1934-02,1,G,57.4034,18.5297,,
01/03/1934 00:00,01/04/1934 00:00,1934-03,1.7,G,57.4034,18.5297,,
01/04/1934 00:00,01/05/1934 00:00,1934-04,5.3,G,57.4034,18.5297,,
01/05/1934 00:00,01/06/1934 00:00,1934-05,11.9,G,57.4034,18.5297,,
01/06/1934 00:00,01/07/1934 00:00,1934-06,13.9,G,57.4034,18.5297,,
01/07/1934 00:00,01/08/1934 00:00,1934-07,15.6,G,57.4034,18.5297,,
01/08/1934 00:00,01/09/1934 00:00,1934-08,15.6,G,57.4034,18.5297,,
01/09/1934 00:00,01/10/1934 00:00,1934-09,13.8,G,57.4034,18.5297,,
01/10/1934 00:00,01/11/1934 00:00,1934-10,8.4,G,57.4034,18.5297,,
01/11/1934 00:00,01/12/1934 00:00,1934-11,4.1,G,57.4034,18.5297,,
01/12/1934 00:00,01/01/1935 00:00,1934-12,3,G,57.4034,18.5297,,
01/01/1935 00:00,01/02/1935 00:00,1935-01,-3,G,57.4034,18.5297,,
01/02/1935 00:00,01/03/1935 00:00,1935-02,-0.4,G,57.4034,18.5297,,
01/03/1935 00:00,01/04/1935 00:00,1935-03,-0.1,G,57.4034,18.5297,,
01/04/1935 00:00,01/05/1935 00:00,1935-04,4.4,G,57.4034,18.5297,,
01/05/1935 00:00,01/06/1935 00:00,1935-05,6.9,G,57.4034,18.5297,,
01/06/1935 00:00,01/07/1935 00:00,1935-06,14.4,G,57.4034,18.5297,,
01/07/1935 00:00,01/08/1935 00:00,1935-07,15.5,G,57.4034,18.5297,,
01/08/1935 00:00,01/09/1935 00:00,1935-08,15.1,G,57.4034,18.5297,,
01/09/1935 00:00,01/10/1935 00:00,1935-09,11.8,G,57.4034,18.5297,,
01/10/1935 00:00,01/11/1935 00:00,1935-10,7.6,G,57.4034,18.5297,,
01/11/1935 00:00,01/12/1935 00:00,1935-11,3.9,G,57.4034,18.5297,,
01/12/1935 00:00,01/01/1936 00:00,1935-12,1,G,57.4034,18.5297,,
01/01/1936 00:00,01/02/1936 00:00,1936-01,0.3,G,57.4034,18.5297,,
01/02/1936 00:00,01/03/1936 00:00,1936-02,-3.3,G,57.4034,18.5297,,
01/03/1936 00:00,01/04/1936 00:00,1936-03,0.9,G,57.4034,18.5297,,
01/04/1936 00:00,01/05/1936 00:00,1936-04,3.6,G,57.4034,18.5297,,
01/05/1936 00:00,01/06/1936 00:00,1936-05,9,G,57.4034,18.5297,,
01/06/1936 00:00,01/07/1936 00:00,1936-06,15.4,G,57.4034,18.5297,,
01/07/1936 00:00,01/08/1936 00:00,1936-07,17.6,G,57.4034,18.5297,,
01/08/1936 00:00,01/09/1936 00:00,1936-08,15.3,G,57.4034,18.5297,,
