Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Risungs;78490;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;millimetre

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1933-02-01 00:00:00;1971-10-31 23:59:59;20.0;57.8166;18.9333

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1952-01-01 06:00:01;1952-02-01 06:00:00;1952-01;42.4;Y
1952-02-01 06:00:01;1952-03-01 06:00:00;1952-02;29.8;Y
1952-03-01 06:00:01;1952-04-01 06:00:00;1952-03;25.8;Y
1952-04-01 06:00:01;1952-05-01 06:00:00;1952-04;41.5;Y
1952-05-01 06:00:01;1952-06-01 06:00:00;1952-05;56.9;Y
1952-06-01 06:00:01;1952-07-01 06:00:00;1952-06;35.7;Y
1952-07-01 06:00:01;1952-08-01 06:00:00;1952-07;33.2;Y
1952-08-01 06:00:01;1952-09-01 06:00:00;1952-08;119.5;Y
1952-09-01 06:00:01;1952-10-01 06:00:00;1952-09;56.6;Y
1952-10-01 06:00:01;1952-11-01 06:00:00;1952-10;181.4;Y
1952-11-01 06:00:01;1952-12-01 06:00:00;1952-11;80.5;Y
1952-12-01 06:00:01;1953-01-01 06:00:00;1952-12;78.8;Y
1953-01-01 06:00:01;1953-02-01 06:00:00;1953-01;23.4;Y
1953-02-01 06:00:01;1953-03-01 06:00:00;1953-02;68.4;Y
1953-03-01 06:00:01;1953-04-01 06:00:00;1953-03;11.6;Y
1953-04-01 06:00:01;1953-05-01 06:00:00;1953-04;7.8;Y
1953-05-01 06:00:01;1953-06-01 06:00:00;1953-05;53.1;Y
1953-06-01 06:00:01;1953-07-01 06:00:00;1953-06;34.3;Y
1953-07-01 06:00:01;1953-08-01 06:00:00;1953-07;68.0;G
1953-08-01 06:00:01;1953-09-01 06:00:00;1953-08;63.3;Y
1953-09-01 06:00:01;1953-10-01 06:00:00;1953-09;64.1;Y
1953-10-01 06:00:01;1953-11-01 06:00:00;1953-10;17.9;Y
1953-11-01 06:00:01;1953-12-01 06:00:00;1953-11;41.1;Y
1953-12-01 06:00:01;1954-01-01 06:00:00;1953-12;28.8;Y
1954-01-01 06:00:01;1954-02-01 06:00:00;1954-01;96.0;G
1954-02-01 06:00:01;1954-03-01 06:00:00;1954-02;19.8;Y
1954-03-01 06:00:01;1954-04-01 06:00:00;1954-03;19.6;Y
1954-04-01 06:00:01;1954-05-01 06:00:00;1954-04;17.7;Y
1954-05-01 06:00:01;1954-06-01 06:00:00;1954-05;11.2;Y
1954-06-01 06:00:01;1954-07-01 06:00:00;1954-06;23.0;G
1954-07-01 06:00:01;1954-08-01 06:00:00;1954-07;81.6;Y
1954-08-01 06:00:01;1954-09-01 06:00:00;1954-08;45.6;Y
1954-09-01 06:00:01;1954-10-01 06:00:00;1954-09;31.8;Y
