Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Fårö D;79580;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;millimetre

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1881-12-01 00:00:00;1996-01-01 23:59:59;8.0;57.8987;19.1592
2017-08-01 00:00:00;2017-09-01 23:59:59;4.0;57.95481;19.2459

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1909-03-01 07:00:01;1909-04-01 07:00:00;1909-03;31.0;G
1909-04-01 07:00:01;1909-05-01 07:00:00;1909-04;22.0;G
1909-05-01 07:00:01;1909-06-01 07:00:00;1909-05;39.0;G
1909-06-01 07:00:01;1909-07-01 07:00:00;1909-06;31.0;G
1909-07-01 07:00:01;1909-08-01 07:00:00;1909-07;67.0;G
1909-08-01 07:00:01;1909-09-01 07:00:00;1909-08;39.0;G
1909-09-01 07:00:01;1909-10-01 07:00:00;1909-09;20.0;G
1909-10-01 07:00:01;1909-11-01 07:00:00;1909-10;33.0;G
1909-11-01 07:00:01;1909-12-01 07:00:00;1909-11;60.0;G
1909-12-01 07:00:01;1910-01-01 07:00:00;1909-12;46.0;G
1910-01-01 07:00:01;1910-02-01 07:00:00;1910-01;28.0;G
