Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Nederbördsmängd,Kvalitet,Latitude,Longitude
5/1/79 6:00,6/1/79 6:00,1979-05,25,Y,57.5979,18.4507
6/1/79 6:00,7/1/79 6:00,1979-06,7.4,Y,57.5979,18.4507
7/1/79 6:00,8/1/79 6:00,1979-07,117.2,Y,57.5979,18.4507
8/1/79 6:00,9/1/79 6:00,1979-08,57.4,Y,57.5979,18.4507
9/1/79 6:00,10/1/79 6:00,1979-09,34.4,Y,57.5979,18.4507
10/1/79 6:00,11/1/79 6:00,1979-10,9.6,Y,57.5979,18.4507
11/1/79 6:00,12/1/79 6:00,1979-11,83.4,Y,57.5979,18.4507
12/1/79 6:00,1/1/80 6:00,1979-12,48.7,Y,57.5979,18.4507
1/1/80 6:00,2/1/80 6:00,1980-01,20.2,Y,57.5979,18.4507
2/1/80 6:00,3/1/80 6:00,1980-02,18.7,Y,57.5979,18.4507
3/1/80 6:00,4/1/80 6:00,1980-03,12.9,Y,57.5979,18.4507
4/1/80 6:00,5/1/80 6:00,1980-04,36.9,Y,57.5979,18.4507
5/1/80 6:00,6/1/80 6:00,1980-05,16.5,Y,57.5979,18.4507
6/1/80 6:00,7/1/80 6:00,1980-06,35.5,Y,57.5979,18.4507
7/1/80 6:00,8/1/80 6:00,1980-07,47.4,Y,57.5979,18.4507
8/1/80 6:00,9/1/80 6:00,1980-08,110.7,Y,57.5979,18.4507
9/1/80 6:00,10/1/80 6:00,1980-09,41,Y,57.5979,18.4507
10/1/80 6:00,11/1/80 6:00,1980-10,106.4,Y,57.5979,18.4507
11/1/80 6:00,12/1/80 6:00,1980-11,49.8,Y,57.5979,18.4507
12/1/80 6:00,1/1/81 6:00,1980-12,84.2,Y,57.5979,18.4507
1/1/81 6:00,2/1/81 6:00,1981-01,33.2,Y,57.5979,18.4507
2/1/81 6:00,3/1/81 6:00,1981-02,29.1,Y,57.5979,18.4507
3/1/81 6:00,4/1/81 6:00,1981-03,57.7,Y,57.5979,18.4507
4/1/81 6:00,5/1/81 6:00,1981-04,6.6,Y,57.5979,18.4507
5/1/81 6:00,6/1/81 6:00,1981-05,12.4,Y,57.5979,18.4507
6/1/81 6:00,7/1/81 6:00,1981-06,46.5,Y,57.5979,18.4507
7/1/81 6:00,8/1/81 6:00,1981-07,31.5,Y,57.5979,18.4507
8/1/81 6:00,9/1/81 6:00,1981-08,63.4,Y,57.5979,18.4507
9/1/81 6:00,10/1/81 6:00,1981-09,12.6,Y,57.5979,18.4507
10/1/81 6:00,11/1/81 6:00,1981-10,96.4,Y,57.5979,18.4507
11/1/81 6:00,12/1/81 6:00,1981-11,100.5,Y,57.5979,18.4507
12/1/81 6:00,1/1/82 6:00,1981-12,60.5,Y,57.5979,18.4507
1/1/82 6:00,2/1/82 6:00,1982-01,48.2,Y,57.5979,18.4507
2/1/82 6:00,3/1/82 6:00,1982-02,14.7,Y,57.5979,18.4507
3/1/82 6:00,4/1/82 6:00,1982-03,30.7,Y,57.5979,18.4507
4/1/82 6:00,5/1/82 6:00,1982-04,19,Y,57.5979,18.4507
5/1/82 6:00,6/1/82 6:00,1982-05,38.9,Y,57.5979,18.4507
6/1/82 6:00,7/1/82 6:00,1982-06,63.1,Y,57.5979,18.4507
7/1/82 6:00,8/1/82 6:00,1982-07,12.6,Y,57.5979,18.4507
8/1/82 6:00,9/1/82 6:00,1982-08,42.6,Y,57.5979,18.4507
9/1/82 6:00,10/1/82 6:00,1982-09,35.3,Y,57.5979,18.4507
10/1/82 6:00,11/1/82 6:00,1982-10,45.8,Y,57.5979,18.4507
11/1/82 6:00,12/1/82 6:00,1982-11,40.5,Y,57.5979,18.4507
12/1/82 6:00,1/1/83 6:00,1982-12,48,Y,57.5979,18.4507
1/1/83 6:00,2/1/83 6:00,1983-01,59,Y,57.5979,18.4507
2/1/83 6:00,3/1/83 6:00,1983-02,18.1,Y,57.5979,18.4507
3/1/83 6:00,4/1/83 6:00,1983-03,64.9,Y,57.5979,18.4507
4/1/83 6:00,5/1/83 6:00,1983-04,29,Y,57.5979,18.4507
5/1/83 6:00,6/1/83 6:00,1983-05,21.6,Y,57.5979,18.4507
6/1/83 6:00,7/1/83 6:00,1983-06,17.2,Y,57.5979,18.4507
7/1/83 6:00,8/1/83 6:00,1983-07,16.5,Y,57.5979,18.4507
8/1/83 6:00,9/1/83 6:00,1983-08,14.5,Y,57.5979,18.4507
9/1/83 6:00,10/1/83 6:00,1983-09,158.2,Y,57.5979,18.4507
10/1/83 6:00,11/1/83 6:00,1983-10,63,Y,57.5979,18.4507
11/1/83 6:00,12/1/83 6:00,1983-11,35.9,Y,57.5979,18.4507
12/1/83 6:00,1/1/84 6:00,1983-12,35.8,Y,57.5979,18.4507
1/1/84 6:00,2/1/84 6:00,1984-01,71.7,Y,57.5979,18.4507
2/1/84 6:00,3/1/84 6:00,1984-02,31.8,Y,57.5979,18.4507
3/1/84 6:00,4/1/84 6:00,1984-03,23,Y,57.5979,18.4507
4/1/84 6:00,5/1/84 6:00,1984-04,17.1,Y,57.5979,18.4507
5/1/84 6:00,6/1/84 6:00,1984-05,22.7,Y,57.5979,18.4507
6/1/84 6:00,7/1/84 6:00,1984-06,63.3,Y,57.5979,18.4507
7/1/84 6:00,8/1/84 6:00,1984-07,90,Y,57.5979,18.4507
8/1/84 6:00,9/1/84 6:00,1984-08,34.8,Y,57.5979,18.4507
9/1/84 6:00,10/1/84 6:00,1984-09,142.7,Y,57.5979,18.4507
10/1/84 6:00,11/1/84 6:00,1984-10,92.1,Y,57.5979,18.4507
11/1/84 6:00,12/1/84 6:00,1984-11,35.8,Y,57.5979,18.4507
12/1/84 6:00,1/1/85 6:00,1984-12,44.5,Y,57.5979,18.4507
1/1/85 6:00,2/1/85 6:00,1985-01,64.2,Y,57.5979,18.4507
2/1/85 6:00,3/1/85 6:00,1985-02,19.5,Y,57.5979,18.4507
3/1/85 6:00,4/1/85 6:00,1985-03,40.5,Y,57.5979,18.4507
4/1/85 6:00,5/1/85 6:00,1985-04,94.9,Y,57.5979,18.4507
5/1/85 6:00,6/1/85 6:00,1985-05,5.4,Y,57.5979,18.4507
6/1/85 6:00,7/1/85 6:00,1985-06,74.6,Y,57.5979,18.4507
7/1/85 6:00,8/1/85 6:00,1985-07,84.8,Y,57.5979,18.4507
8/1/85 6:00,9/1/85 6:00,1985-08,33,Y,57.5979,18.4507
9/1/85 6:00,10/1/85 6:00,1985-09,40.6,Y,57.5979,18.4507
10/1/85 6:00,11/1/85 6:00,1985-10,21.1,Y,57.5979,18.4507
11/1/85 6:00,12/1/85 6:00,1985-11,48.7,Y,57.5979,18.4507
12/1/85 6:00,1/1/86 6:00,1985-12,73.3,Y,57.5979,18.4507
1/1/86 6:00,2/1/86 6:00,1986-01,68.6,Y,57.5979,18.4507
2/1/86 6:00,3/1/86 6:00,1986-02,15.4,Y,57.5979,18.4507
3/1/86 6:00,4/1/86 6:00,1986-03,35,Y,57.5979,18.4507
4/1/86 6:00,5/1/86 6:00,1986-04,55.4,Y,57.5979,18.4507
5/1/86 6:00,6/1/86 6:00,1986-05,54.3,Y,57.5979,18.4507
6/1/86 6:00,7/1/86 6:00,1986-06,23.2,Y,57.5979,18.4507
7/1/86 6:00,8/1/86 6:00,1986-07,38.9,Y,57.5979,18.4507
8/1/86 6:00,9/1/86 6:00,1986-08,80.2,Y,57.5979,18.4507
9/1/86 6:00,10/1/86 6:00,1986-09,25.4,Y,57.5979,18.4507
10/1/86 6:00,11/1/86 6:00,1986-10,26.5,Y,57.5979,18.4507
11/1/86 6:00,12/1/86 6:00,1986-11,50.7,Y,57.5979,18.4507
12/1/86 6:00,1/1/87 6:00,1986-12,70.6,Y,57.5979,18.4507
1/1/87 6:00,2/1/87 6:00,1987-01,76,Y,57.5979,18.4507
2/1/87 6:00,3/1/87 6:00,1987-02,28.2,Y,57.5979,18.4507
3/1/87 6:00,4/1/87 6:00,1987-03,8.8,Y,57.5979,18.4507
4/1/87 6:00,5/1/87 6:00,1987-04,1,Y,57.5979,18.4507
5/1/87 6:00,6/1/87 6:00,1987-05,49,Y,57.5979,18.4507
6/1/87 6:00,7/1/87 6:00,1987-06,83.9,Y,57.5979,18.4507
7/1/87 6:00,8/1/87 6:00,1987-07,59.7,Y,57.5979,18.4507
8/1/87 6:00,9/1/87 6:00,1987-08,41.5,Y,57.5979,18.4507
9/1/87 6:00,10/1/87 6:00,1987-09,61.8,Y,57.5979,18.4507
10/1/87 6:00,11/1/87 6:00,1987-10,53.5,Y,57.5979,18.4507
11/1/87 6:00,12/1/87 6:00,1987-11,72.6,Y,57.5979,18.4507
12/1/87 6:00,1/1/88 6:00,1987-12,57,Y,57.5979,18.4507
1/1/88 6:00,2/1/88 6:00,1988-01,67.8,Y,57.5979,18.4507
2/1/88 6:00,3/1/88 6:00,1988-02,50.8,Y,57.5979,18.4507
3/1/88 6:00,4/1/88 6:00,1988-03,43.5,Y,57.5979,18.4507
4/1/88 6:00,5/1/88 6:00,1988-04,33.1,Y,57.5979,18.4507
5/1/88 6:00,6/1/88 6:00,1988-05,16.3,Y,57.5979,18.4507
6/1/88 6:00,7/1/88 6:00,1988-06,60.5,Y,57.5979,18.4507
7/1/88 6:00,8/1/88 6:00,1988-07,71,Y,57.5979,18.4507
8/1/88 6:00,9/1/88 6:00,1988-08,58.1,Y,57.5979,18.4507
9/1/88 6:00,10/1/88 6:00,1988-09,52.8,Y,57.5979,18.4507
10/1/88 6:00,11/1/88 6:00,1988-10,42.2,Y,57.5979,18.4507
11/1/88 6:00,12/1/88 6:00,1988-11,43,Y,57.5979,18.4507
12/1/88 6:00,1/1/89 6:00,1988-12,97.6,Y,57.5979,18.4507
1/1/89 6:00,2/1/89 6:00,1989-01,10.5,Y,57.5979,18.4507
2/1/89 6:00,3/1/89 6:00,1989-02,31,Y,57.5979,18.4507
3/1/89 6:00,4/1/89 6:00,1989-03,41.8,Y,57.5979,18.4507
4/1/89 6:00,5/1/89 6:00,1989-04,14.2,Y,57.5979,18.4507
5/1/89 6:00,6/1/89 6:00,1989-05,8.8,Y,57.5979,18.4507
6/1/89 6:00,7/1/89 6:00,1989-06,51,Y,57.5979,18.4507
7/1/89 6:00,8/1/89 6:00,1989-07,30.8,Y,57.5979,18.4507
8/1/89 6:00,9/1/89 6:00,1989-08,107,Y,57.5979,18.4507
9/1/89 6:00,10/1/89 6:00,1989-09,18.5,Y,57.5979,18.4507
10/1/89 6:00,11/1/89 6:00,1989-10,65,Y,57.5979,18.4507
11/1/89 6:00,12/1/89 6:00,1989-11,90.1,Y,57.5979,18.4507
12/1/89 6:00,1/1/90 6:00,1989-12,41.3,Y,57.5979,18.4507
1/1/90 6:00,2/1/90 6:00,1990-01,76.3,Y,57.5979,18.4507
2/1/90 6:00,3/1/90 6:00,1990-02,37.1,Y,57.5979,18.4507
3/1/90 6:00,4/1/90 6:00,1990-03,16.6,Y,57.5979,18.4507
4/1/90 6:00,5/1/90 6:00,1990-04,32.7,Y,57.5979,18.4507
5/1/90 6:00,6/1/90 6:00,1990-05,13.1,Y,57.5979,18.4507
6/1/90 6:00,7/1/90 6:00,1990-06,30.7,Y,57.5979,18.4507
7/1/90 6:00,8/1/90 6:00,1990-07,64.2,Y,57.5979,18.4507
8/1/90 6:00,9/1/90 6:00,1990-08,18.4,Y,57.5979,18.4507
9/1/90 6:00,10/1/90 6:00,1990-09,88.2,Y,57.5979,18.4507
10/1/90 6:00,11/1/90 6:00,1990-10,72.7,Y,57.5979,18.4507
11/1/90 6:00,12/1/90 6:00,1990-11,79.1,Y,57.5979,18.4507
12/1/90 6:00,1/1/91 6:00,1990-12,44.3,Y,57.5979,18.4507
1/1/91 6:00,2/1/91 6:00,1991-01,57.8,Y,57.5979,18.4507
2/1/91 6:00,3/1/91 6:00,1991-02,29.3,Y,57.5979,18.4507
3/1/91 6:00,4/1/91 6:00,1991-03,14.6,Y,57.5979,18.4507
4/1/91 6:00,5/1/91 6:00,1991-04,24.8,Y,57.5979,18.4507
5/1/91 6:00,6/1/91 6:00,1991-05,42.5,Y,57.5979,18.4507
6/1/91 6:00,7/1/91 6:00,1991-06,102.5,Y,57.5979,18.4507
7/1/91 6:00,8/1/91 6:00,1991-07,13,Y,57.5979,18.4507
8/1/91 6:00,9/1/91 6:00,1991-08,55.8,Y,57.5979,18.4507
9/1/91 6:00,10/1/91 6:00,1991-09,54,Y,57.5979,18.4507
10/1/91 6:00,11/1/91 6:00,1991-10,34.6,Y,57.5979,18.4507
11/1/91 6:00,12/1/91 6:00,1991-11,64.6,Y,57.5979,18.4507
12/1/91 6:00,1/1/92 6:00,1991-12,47.3,Y,57.5979,18.4507
1/1/92 6:00,2/1/92 6:00,1992-01,28.5,Y,57.5979,18.4507
2/1/92 6:00,3/1/92 6:00,1992-02,50.9,Y,57.5979,18.4507
3/1/92 6:00,4/1/92 6:00,1992-03,59.7,Y,57.5979,18.4507
4/1/92 6:00,5/1/92 6:00,1992-04,44,Y,57.5979,18.4507
5/1/92 6:00,6/1/92 6:00,1992-05,10.5,Y,57.5979,18.4507
6/1/92 6:00,7/1/92 6:00,1992-06,4.2,Y,57.5979,18.4507
7/1/92 6:00,8/1/92 6:00,1992-07,82,Y,57.5979,18.4507
8/1/92 6:00,9/1/92 6:00,1992-08,42,Y,57.5979,18.4507
9/1/92 6:00,10/1/92 6:00,1992-09,41.1,Y,57.5979,18.4507
10/1/92 6:00,11/1/92 6:00,1992-10,101.3,Y,57.5979,18.4507
11/1/92 6:00,12/1/92 6:00,1992-11,88.3,Y,57.5979,18.4507
12/1/92 6:00,1/1/93 6:00,1992-12,28.9,Y,57.5979,18.4507
1/1/93 6:00,2/1/93 6:00,1993-01,54.4,Y,57.5979,18.4507
2/1/93 6:00,3/1/93 6:00,1993-02,48.2,Y,57.5979,18.4507
